row_index,window_id,is_attack,signature_id,ts
295,window_01_0pct,0,212,1783692149.904859
297,window_01_0pct,0,47,1783692158.017715
298,window_01_0pct,0,86,1783692158.017424
300,window_01_0pct,0,86,1783692158.016696
301,window_01_0pct,0,87,1783692158.016202
302,window_01_0pct,0,86,1783692158.017293
304,window_01_0pct,0,215,1783692082.80824
305,window_01_0pct,0,216,1783692082.805139
306,window_01_0pct,0,217,1783692051.347568
309,window_01_0pct,0,219,1783692107.876685
310,window_01_0pct,0,219,1783692107.877455
311,window_01_0pct,0,220,1783692107.877375
312,window_01_0pct,0,221,1783692107.877935
317,window_01_0pct,0,226,1783692150.288658
319,window_01_0pct,0,228,1783692150.288248
322,window_01_0pct,0,231,1783692029.843457
325,window_01_0pct,0,234,1783692139.827996
326,window_01_0pct,0,235,1783692159.305452
327,window_01_0pct,0,235,1783692159.303541
329,window_01_0pct,0,237,1783692114.480214
330,window_01_0pct,0,237,1783692114.480538
331,window_01_0pct,0,237,1783692114.480904
333,window_01_0pct,0,239,1783692101.061867
334,window_01_0pct,0,240,1783692111.136036
335,window_01_0pct,0,241,1783692111.134519
336,window_01_0pct,0,242,1783692111.137595
337,window_01_0pct,0,243,1783692111.135505
339,window_01_0pct,0,245,1783692179.048105
341,window_01_0pct,0,246,1783692179.075073
343,window_01_0pct,0,248,1783692179.072718
348,window_01_0pct,0,252,1783692149.082018
349,window_01_0pct,0,253,1783692149.06059
350,window_01_0pct,0,254,1783692149.083307
351,window_01_0pct,0,255,1783692149.078797
353,window_01_0pct,0,256,1783692065.737347
356,window_01_0pct,0,259,1783692065.755611
358,window_01_0pct,0,261,1783692065.756836
363,window_01_0pct,0,84,1783692187.077672
364,window_01_0pct,0,84,1783692187.075264
365,window_01_0pct,0,262,1783692188.780538
367,window_01_0pct,0,84,1783692188.803175
369,window_01_0pct,0,84,1783692188.803696
370,window_01_0pct,0,84,1783692188.803802
375,window_01_0pct,0,263,1783692190.620256
376,window_01_0pct,0,264,1783692130.447099
377,window_01_0pct,0,265,1783692136.545383
378,window_01_0pct,0,266,1783692130.455316
381,window_01_0pct,0,269,1783692130.452564
384,window_01_0pct,0,272,1783692040.244883
386,window_01_0pct,0,274,1783692178.140233
387,window_01_0pct,0,274,1783692178.140287
390,window_01_0pct,0,276,1783692114.466639
393,window_01_0pct,0,279,1783692157.931969
394,window_01_0pct,0,280,1783692157.929937
395,window_01_0pct,0,281,1783692157.930897
396,window_01_0pct,0,282,1783692157.931792
403,window_01_0pct,0,288,1783692190.37865
405,window_01_0pct,0,289,1783692047.791751
414,window_01_0pct,0,297,1783692090.341741
415,window_01_0pct,0,297,1783692090.342235
417,window_01_0pct,0,299,1783692090.342046
419,window_01_0pct,0,301,1783692090.337236
420,window_01_0pct,0,302,1783692177.862622
424,window_01_0pct,0,305,1783692192.772128
425,window_01_0pct,0,306,1783692177.843867
427,window_01_0pct,0,308,1783692152.334099
428,window_01_0pct,0,309,1783692152.336902
430,window_01_0pct,0,311,1783692152.335177
432,window_01_0pct,0,313,1783692228.002009
433,window_01_0pct,0,313,1783692228.00153
434,window_01_0pct,0,313,1783692228.001724
435,window_01_0pct,0,314,1783692227.997619
436,window_01_0pct,0,314,1783692227.997919
439,window_01_0pct,0,316,1783692194.953166
440,window_01_0pct,0,317,1783692194.980297
442,window_01_0pct,0,319,1783692194.972739
443,window_01_0pct,0,317,1783692194.97864
445,window_01_0pct,0,321,1783692153.166182
449,window_01_0pct,0,324,1783692196.777098
453,window_01_0pct,0,327,1783692196.768893
455,window_01_0pct,0,329,1783692029.866023
457,window_01_0pct,0,331,1783692029.865361
458,window_01_0pct,0,332,1783692245.012185
462,window_01_0pct,0,335,1783692212.96231
463,window_01_0pct,0,336,1783692194.328636
465,window_01_0pct,0,338,1783692263.812106
467,window_01_0pct,0,340,1783692263.830661
468,window_01_0pct,0,341,1783692263.832832
471,window_01_0pct,0,343,1783692255.940108
474,window_01_0pct,0,343,1783692255.939227
475,window_01_0pct,0,345,1783692248.969243
482,window_01_0pct,0,352,1783692087.912577
486,window_01_0pct,0,355,1783692206.217121
487,window_01_0pct,0,356,1783692180.266982
488,window_01_0pct,0,357,1783692206.21687
489,window_01_0pct,0,358,1783692206.216743
492,window_01_0pct,0,361,1783692227.559954
493,window_01_0pct,0,362,1783692227.567041
496,window_01_0pct,0,365,1783692227.564952
497,window_01_0pct,0,362,1783692227.567102
500,window_01_0pct,0,368,1783690514.286332
503,window_01_0pct,0,371,1783690532.871634
504,window_01_0pct,0,372,1783691602.800804
505,window_01_0pct,0,373,1783691690.669164
509,window_01_0pct,0,377,1783690294.655906
510,window_01_0pct,0,378,1783691224.079655
515,window_01_0pct,0,382,1783692280.757087
517,window_01_0pct,0,384,1783692275.112794
521,window_01_0pct,0,388,1783692169.455965
522,window_01_0pct,0,389,1783692169.436902
523,window_01_0pct,0,390,1783692287.316181
524,window_01_0pct,0,391,1783692169.454845
526,window_01_0pct,0,393,1783692324.607211
528,window_01_0pct,0,395,1783692153.172936
529,window_01_0pct,0,396,1783692255.842545
531,window_01_0pct,0,398,1783692153.174756
534,window_01_0pct,0,400,1783692269.781334
535,window_01_0pct,0,401,1783692269.774745
537,window_01_0pct,0,403,1783692269.780071
548,window_02_3pct,0,411,1783695542.659346
550,window_02_3pct,0,413,1783695542.660421
551,window_02_3pct,0,411,1783695542.65989
552,window_02_3pct,0,413,1783695542.659164
554,window_02_3pct,0,415,1783695580.432184
558,window_02_3pct,0,418,1783695574.3411
559,window_02_3pct,0,419,1783695574.34176
560,window_02_3pct,0,420,1783695599.815096
562,window_02_3pct,0,422,1783695599.823794
564,window_02_3pct,0,422,1783695599.821682
565,window_02_3pct,0,424,1783695601.163588
566,window_02_3pct,0,425,1783695601.145565
567,window_02_3pct,0,424,1783695601.165407
568,window_02_3pct,0,426,1783695601.169687
569,window_02_3pct,0,426,1783695601.171023
570,window_02_3pct,0,427,1783695555.672634
571,window_02_3pct,0,428,1783695555.697243
573,window_02_3pct,0,430,1783695555.702864
574,window_02_3pct,0,430,1783695555.703121
575,window_02_3pct,0,431,1783695604.912116
580,window_02_3pct,0,435,1783695601.351953
582,window_02_3pct,0,437,1783695616.680305
584,window_02_3pct,0,437,1783695616.681466
586,window_02_3pct,0,439,1783695616.677065
587,window_02_3pct,0,440,1783695623.571882
588,window_02_3pct,0,441,1783695623.591922
589,window_02_3pct,0,441,1783695623.59184
593,window_02_3pct,0,440,1783695626.245237
594,window_02_3pct,0,444,1783695626.251569
596,window_02_3pct,0,441,1783695626.251312
598,window_02_3pct,0,431,1783695623.570664
642,window_02_3pct,0,448,1783695599.896123
643,window_02_3pct,0,449,1783695599.896316
645,window_02_3pct,0,451,1783695599.896446
646,window_02_3pct,0,448,1783695599.895053
647,window_02_3pct,0,452,1783695580.18344
648,window_02_3pct,0,453,1783695580.18832
649,window_02_3pct,0,454,1783695624.10306
650,window_02_3pct,0,455,1783695624.101264
652,window_02_3pct,0,457,1783695624.101155
653,window_02_3pct,0,458,1783695624.102826
654,window_02_3pct,0,459,1783695624.102407
655,window_02_3pct,0,460,1783695633.436496
656,window_02_3pct,0,461,1783695633.438759
657,window_02_3pct,0,462,1783695633.438616
658,window_02_3pct,0,463,1783695633.432541
659,window_02_3pct,0,464,1783695633.436431
660,window_02_3pct,0,465,1783695636.239012
661,window_02_3pct,0,465,1783695636.240781
662,window_02_3pct,0,465,1783695636.240457
663,window_02_3pct,0,466,1783695636.220156
664,window_02_3pct,0,467,1783695636.238756
665,window_02_3pct,0,465,1783695636.240958
667,window_02_3pct,0,469,1783695583.528275
668,window_02_3pct,0,470,1783695583.527082
669,window_02_3pct,0,471,1783695583.526974
670,window_02_3pct,0,472,1783695583.528127
671,window_02_3pct,0,473,1783695583.527902
672,window_02_3pct,0,474,1783695602.189929
674,window_02_3pct,0,476,1783695590.644538
678,window_02_3pct,0,479,1783695500.791055
679,window_02_3pct,0,480,1783695500.793128
681,window_02_3pct,0,482,1783695500.793673
682,window_02_3pct,0,483,1783695494.327961
684,window_02_3pct,0,485,1783695637.948413
685,window_02_3pct,0,485,1783695637.948217
686,window_02_3pct,0,486,1783695637.948042
687,window_02_3pct,0,487,1783695618.325482
688,window_02_3pct,0,488,1783695618.321314
689,window_02_3pct,0,489,1783695637.945902
690,window_02_3pct,0,490,1783695636.291696
691,window_02_3pct,0,491,1783695636.29601
692,window_02_3pct,0,492,1783695636.295336
696,window_02_3pct,0,495,1783695633.542066
699,window_02_3pct,0,498,1783695633.541297
700,window_02_3pct,0,499,1783695633.533292
702,window_02_3pct,0,431,1783695652.875694
703,window_02_3pct,0,501,1783695562.690744
704,window_02_3pct,0,502,1783695562.69644
705,window_02_3pct,0,501,1783695562.694699
706,window_02_3pct,0,502,1783695562.696701
730,window_02_3pct,0,509,1783695652.878768
731,window_02_3pct,0,510,1783695652.89441
733,window_02_3pct,0,512,1783695614.84179
734,window_02_3pct,0,513,1783695604.913097
735,window_02_3pct,0,514,1783695604.919808
737,window_02_3pct,0,516,1783695604.917394
738,window_02_3pct,0,517,1783695604.917236
740,window_02_3pct,0,422,1783695666.125689
742,window_02_3pct,0,420,1783695666.125514
743,window_02_3pct,0,519,1783695666.121699
744,window_02_3pct,0,422,1783695666.12796
745,window_02_3pct,0,520,1783695605.324155
746,window_02_3pct,0,521,1783695624.667803
752,window_02_3pct,0,527,1783695571.40595
753,window_02_3pct,0,528,1783695571.404695
754,window_02_3pct,0,527,1783695571.405733
755,window_02_3pct,0,529,1783695571.395394
756,window_02_3pct,0,530,1783695571.40615
759,window_02_3pct,0,532,1783695562.694913
760,window_02_3pct,0,533,1783695658.147854
761,window_02_3pct,0,533,1783695658.147915
762,window_02_3pct,0,534,1783695562.695966
764,window_02_3pct,0,536,1783695670.967841
769,window_02_3pct,0,538,1783695609.478435
770,window_02_3pct,0,539,1783695609.477405
771,window_02_3pct,0,540,1783695609.473826
773,window_02_3pct,0,538,1783695609.477537
774,window_02_3pct,0,542,1783695609.478908
776,window_02_3pct,0,544,1783695617.063692
777,window_02_3pct,0,544,1783695617.063504
778,window_02_3pct,0,545,1783695617.063858
780,window_02_3pct,0,547,1783695599.546793
781,window_02_3pct,0,548,1783695674.311447
783,window_02_3pct,0,549,1783695674.332131
784,window_02_3pct,0,420,1783695674.331978
786,window_02_3pct,0,431,1783695670.941293
787,window_02_3pct,0,461,1783695676.57011
790,window_02_3pct,0,552,1783695676.569999
791,window_02_3pct,0,460,1783695676.568612
793,window_02_3pct,0,554,1783695565.338336
794,window_02_3pct,0,555,1783695565.337543
795,window_02_3pct,0,556,1783695565.308921
796,window_02_3pct,0,557,1783695565.333563
798,window_02_3pct,0,559,1783695666.41439
799,window_02_3pct,0,560,1783695666.415681
800,window_02_3pct,0,560,1783695666.41605
802,window_02_3pct,0,562,1783695666.139164
803,window_02_3pct,0,563,1783695666.415416
804,window_02_3pct,0,564,1783695686.671055
805,window_02_3pct,0,444,1783695686.692892
807,window_02_3pct,0,441,1783695686.692742
808,window_02_3pct,0,565,1783695686.691574
810,window_02_3pct,0,431,1783695685.988714
811,window_02_3pct,0,567,1783695674.375721
812,window_02_3pct,0,568,1783695674.374495
814,window_02_3pct,0,570,1783695674.375606
815,window_02_3pct,0,571,1783695674.374611
816,window_02_3pct,0,567,1783695674.3747
817,window_02_3pct,0,572,1783695671.494835
818,window_02_3pct,0,573,1783695671.492889
819,window_02_3pct,0,574,1783695671.488902
820,window_02_3pct,0,575,1783695671.494293
821,window_02_3pct,0,575,1783695671.493048
823,window_02_3pct,0,577,1783695629.111882
824,window_02_3pct,0,578,1783695629.111166
826,window_02_3pct,0,580,1783695685.991008
827,window_02_3pct,0,581,1783695626.641808
828,window_02_3pct,0,582,1783695629.109174
829,window_02_3pct,0,583,1783695633.738505
831,window_02_3pct,0,585,1783695633.736959
833,window_02_3pct,0,587,1783695633.732561
834,window_02_3pct,0,585,1783695633.738212
835,window_02_3pct,0,588,1783695596.382635
836,window_02_3pct,0,589,1783695596.380513
837,window_02_3pct,0,590,1783695596.382693
839,window_02_3pct,0,592,1783695596.380399
841,window_02_3pct,0,431,1783695718.734226
842,window_02_3pct,0,594,1783695699.316699
843,window_02_3pct,0,595,1783695699.314588
844,window_02_3pct,0,596,1783695671.028971
845,window_02_3pct,0,597,1783695699.31796
846,window_02_3pct,0,598,1783695699.314758
848,window_02_3pct,0,600,1783695718.755742
849,window_02_3pct,0,600,1783695718.756387
850,window_02_3pct,0,601,1783695718.737432
851,window_02_3pct,0,602,1783695718.750374
855,window_02_3pct,0,605,1783695733.336713
857,window_02_3pct,0,606,1783695733.336615
862,window_02_3pct,0,608,1783695734.356305
863,window_02_3pct,0,422,1783695734.357266
864,window_02_3pct,0,609,1783695677.252722
865,window_02_3pct,0,610,1783695670.94831
868,window_02_3pct,0,610,1783695670.949546
869,window_02_3pct,0,613,1783695670.947835
871,window_02_3pct,0,463,1783695735.728767
874,window_02_3pct,0,549,1783695735.745277
875,window_02_3pct,0,431,1783695733.321104
876,window_02_3pct,0,614,1783695720.613963
878,window_02_3pct,0,616,1783695720.590728
880,window_02_3pct,0,618,1783695720.61734
882,window_02_3pct,0,620,1783695744.512506
886,window_02_3pct,0,465,1783695744.518488
887,window_02_3pct,0,622,1783695733.962163
888,window_02_3pct,0,623,1783695733.95749
889,window_02_3pct,0,624,1783695733.963932
891,window_02_3pct,0,626,1783695744.609519
893,window_02_3pct,0,461,1783695751.334476
897,window_02_3pct,0,630,1783695751.332308
898,window_02_3pct,0,631,1783695688.524893
899,window_02_3pct,0,631,1783695688.525139
900,window_02_3pct,0,431,1783695749.2035
901,window_02_3pct,0,632,1783695709.051778
902,window_02_3pct,0,485,1783695749.204603
904,window_02_3pct,0,634,1783695709.075234
905,window_02_3pct,0,485,1783695749.204659
906,window_02_3pct,0,485,1783695749.204818
908,window_02_3pct,0,636,1783695724.50754
911,window_02_3pct,0,639,1783695719.193386
912,window_02_3pct,0,640,1783695724.506826
914,window_02_3pct,0,642,1783695756.220173
917,window_02_3pct,0,644,1783695749.617668
918,window_02_3pct,0,645,1783695749.637228
920,window_02_3pct,0,461,1783695759.264021
923,window_02_3pct,0,630,1783695759.261942
925,window_02_3pct,0,648,1783695747.290077
926,window_02_3pct,0,649,1783695747.289208
927,window_02_3pct,0,650,1783695747.290324
928,window_02_3pct,0,651,1783695747.283388
930,window_02_3pct,0,461,1783695760.109544
931,window_02_3pct,0,461,1783695760.109731
932,window_02_3pct,0,460,1783695760.10782
933,window_02_3pct,0,462,1783695760.109449
934,window_02_3pct,0,464,1783695760.107679
935,window_02_3pct,0,463,1783695760.103095
936,window_02_3pct,0,653,1783695743.924473
937,window_02_3pct,0,654,1783695743.943646
940,window_02_3pct,0,656,1783695743.942989
942,window_02_3pct,0,657,1783695753.977366
944,window_02_3pct,0,659,1783695753.973098
946,window_02_3pct,0,661,1783695753.978466
948,window_02_3pct,0,663,1783695759.863091
950,window_02_3pct,0,665,1783695759.78742
951,window_02_3pct,0,666,1783695759.863345
952,window_02_3pct,0,667,1783695759.862601
954,window_02_3pct,0,669,1783695744.625121
955,window_02_3pct,0,670,1783695744.623812
956,window_02_3pct,0,669,1783695744.623958
959,window_02_3pct,0,673,1783695744.619673
960,window_02_3pct,0,674,1783695792.302377
963,window_02_3pct,0,675,1783695792.315989
964,window_02_3pct,0,465,1783695792.317543
966,window_02_3pct,0,676,1783695753.356905
967,window_02_3pct,0,677,1783695677.675036
968,window_02_3pct,0,676,1783695753.357076
969,window_02_3pct,0,678,1783695688.521756
970,window_02_3pct,0,679,1783695677.678628
971,window_02_3pct,0,536,1783695794.1972
973,window_02_3pct,0,549,1783695794.201241
975,window_02_3pct,0,680,1783695794.201107
976,window_02_3pct,0,431,1783695792.301028
977,window_02_3pct,0,681,1783695750.360797
978,window_02_3pct,0,681,1783695750.361462
979,window_02_3pct,0,682,1783695750.339491
980,window_02_3pct,0,683,1783695750.360291
981,window_02_3pct,0,684,1783695750.356376
982,window_02_3pct,0,685,1783695750.354836
983,window_02_3pct,0,686,1783695806.981432
984,window_02_3pct,0,687,1783695743.191773
985,window_02_3pct,0,687,1783695743.193298
987,window_02_3pct,0,689,1783695743.185051
988,window_02_3pct,0,690,1783695743.187144
990,window_02_3pct,0,431,1783695806.981737
992,window_02_3pct,0,692,1783695818.559336
993,window_02_3pct,0,605,1783695818.563305
995,window_02_3pct,0,693,1783695818.563268
996,window_02_3pct,0,694,1783695806.380777
997,window_02_3pct,0,695,1783695806.377295
998,window_02_3pct,0,696,1783695806.382147
999,window_02_3pct,0,694,1783695806.381633
1000,window_02_3pct,0,694,1783695806.381907
1001,window_02_3pct,0,697,1783695806.380627
1002,window_02_3pct,0,698,1783695786.553771
1003,window_02_3pct,0,699,1783695786.553348
1004,window_02_3pct,0,699,1783695786.553527
1005,window_02_3pct,0,700,1783695762.274696
1006,window_02_3pct,0,701,1783695786.552607
1007,window_02_3pct,0,702,1783695786.552452
1010,window_02_3pct,0,704,1783695782.164245
1011,window_02_3pct,0,705,1783695798.849026
1013,window_02_3pct,0,707,1783695818.816768
1015,window_02_3pct,0,463,1783695836.928736
1018,window_02_3pct,0,549,1783695836.948635
1020,window_02_3pct,0,709,1783695799.372462
1021,window_02_3pct,0,709,1783695799.373448
1022,window_02_3pct,0,710,1783695799.37759
1023,window_02_3pct,0,711,1783695799.376478
1025,window_02_3pct,0,431,1783695836.927854
1028,window_02_3pct,0,713,1783695849.15917
1030,window_02_3pct,0,549,1783695849.175647
1031,window_02_3pct,0,714,1783695744.174238
1032,window_02_3pct,0,715,1783695744.170662
1034,window_02_3pct,0,717,1783695744.174478
1035,window_02_3pct,0,718,1783695744.175478
1036,window_02_3pct,0,719,1783695744.175618
1037,window_02_3pct,0,720,1783695838.615698
1038,window_02_3pct,0,721,1783695838.634289
1039,window_02_3pct,0,722,1783695838.636285
1040,window_02_3pct,0,721,1783695838.634889
1041,window_02_3pct,0,721,1783695838.63567
1045,window_02_3pct,0,548,1783695857.470088
1046,window_02_3pct,0,549,1783695857.488187
1047,window_02_3pct,0,680,1783695857.488079
1048,window_02_3pct,0,431,1783695857.469089
1051,window_02_3pct,0,725,1783695824.870347
1053,window_02_3pct,0,727,1783695824.880917
1056,window_02_3pct,0,462,1783695870.815076
1057,window_02_3pct,0,463,1783695870.814836
1058,window_02_3pct,0,728,1783695870.813008
1059,window_02_3pct,0,729,1783695870.793962
1060,window_02_3pct,0,730,1783695870.812779
1061,window_02_3pct,0,731,1783695804.759318
1062,window_02_3pct,0,731,1783695804.758451
1067,window_02_3pct,0,734,1783695806.993228
1068,window_02_3pct,0,735,1783695806.990518
1071,window_02_3pct,0,738,1783695806.993351
1072,window_02_3pct,0,739,1783695806.993775
1074,window_02_3pct,0,741,1783695843.503987
1075,window_02_3pct,0,741,1783695843.505457
1076,window_02_3pct,0,742,1783695843.500092
1077,window_02_3pct,0,743,1783695825.90611
1078,window_02_3pct,0,744,1783695861.731258
1079,window_02_3pct,0,431,1783695877.901383
1080,window_02_3pct,0,548,1783695884.317655
1081,window_02_3pct,0,461,1783695884.339971
1082,window_02_3pct,0,464,1783695884.338506
1083,window_02_3pct,0,462,1783695884.339684
1084,window_02_3pct,0,745,1783695884.338172
1087,window_02_3pct,0,747,1783695877.905128
1089,window_02_3pct,0,749,1783695877.921461
1090,window_02_3pct,0,749,1783695877.921946
1091,window_02_3pct,0,750,1783695880.270364
1093,window_02_3pct,0,752,1783695880.269384
1094,window_02_3pct,0,753,1783695878.311129
1095,window_02_3pct,0,754,1783695878.319891
1099,window_02_3pct,0,461,1783695890.336547
1101,window_02_3pct,0,630,1783695890.334557
1102,window_02_3pct,0,461,1783695891.385402
1105,window_02_3pct,0,552,1783695891.385204
1106,window_02_3pct,0,460,1783695891.383343
1110,window_02_3pct,0,757,1783695837.664605
1113,window_02_3pct,0,760,1783695872.962596
1115,window_02_3pct,0,762,1783695872.966227
1116,window_02_3pct,0,762,1783695872.966503
1117,window_02_3pct,0,763,1783695871.107581
1118,window_02_3pct,0,764,1783695887.943685
1119,window_02_3pct,0,765,1783695886.229925
1120,window_02_3pct,0,766,1783695886.226499
1121,window_02_3pct,0,765,1783695886.230216
1122,window_02_3pct,0,765,1783695886.230794
1123,window_02_3pct,0,766,1783695886.226868
1124,window_02_3pct,0,767,1783695886.21396
1126,window_02_3pct,0,431,1783695897.113569
1127,window_02_3pct,0,769,1783695895.408425
1129,window_02_3pct,0,771,1783695893.976358
1130,window_02_3pct,0,772,1783695893.978332
1131,window_02_3pct,0,773,1783695893.985509
1133,window_02_3pct,0,775,1783695878.478079
1134,window_02_3pct,0,776,1783695878.477777
1136,window_02_3pct,0,778,1783695878.476499
1137,window_02_3pct,0,778,1783695878.47637
1138,window_02_3pct,0,779,1783695878.470701
1139,window_02_3pct,0,444,1783695919.158649
1140,window_02_3pct,0,564,1783695919.152139
1142,window_02_3pct,0,441,1783695919.158466
1143,window_02_3pct,0,565,1783695919.156221
1144,window_02_3pct,0,780,1783695905.633845
