position,segment_id,segment_label,row_index,window_id,is_attack,ts
36,0,benign,36820,window_resampled_15pct,0,1783695633.737072
37,0,benign,832,window_02_3pct,0,1783695633.737072
38,0,benign,36821,window_resampled_15pct,0,1783695633.738022
39,0,benign,830,window_02_3pct,0,1783695633.738022
40,0,benign,694,window_02_3pct,0,1783695636.295417
41,0,benign,758,window_02_3pct,0,1783695658.147954
42,0,benign,36827,window_resampled_15pct,0,1783695658.147954
43,0,benign,757,window_02_3pct,0,1783695658.14804
44,0,benign,739,window_02_3pct,0,1783695666.128372
45,0,benign,741,window_02_3pct,0,1783695666.129047
46,0,benign,866,window_02_3pct,0,1783695670.94978
47,0,benign,41729,window_resampled_20pct,0,1783695670.94978
48,0,benign,763,window_02_3pct,0,1783695670.987113
49,0,benign,41730,window_resampled_20pct,0,1783695670.987113
50,0,benign,36831,window_resampled_15pct,0,1783695670.987914
51,0,benign,766,window_02_3pct,0,1783695670.987914
52,0,benign,767,window_02_3pct,0,1783695670.988252
53,0,benign,765,window_02_3pct,0,1783695670.988488
54,0,benign,785,window_02_3pct,0,1783695674.333694
55,0,benign,41732,window_resampled_20pct,0,1783695674.333694
56,0,benign,41733,window_resampled_20pct,0,1783695674.333761
57,0,benign,782,window_02_3pct,0,1783695674.333761
58,0,benign,788,window_02_3pct,0,1783695676.548517
59,0,benign,41735,window_resampled_20pct,0,1783695676.548517
60,0,benign,847,window_02_3pct,0,1783695699.317058
61,0,benign,41740,window_resampled_20pct,0,1783695699.317058
62,0,benign,36837,window_resampled_15pct,0,1783695709.073514
63,0,benign,903,window_02_3pct,0,1783695709.073514
64,0,benign,36839,window_resampled_15pct,0,1783695720.61156
65,0,benign,877,window_02_3pct,0,1783695720.61156
66,0,benign,909,window_02_3pct,0,1783695724.50232
67,0,benign,36845,window_resampled_15pct,0,1783695733.338747
68,0,benign,854,window_02_3pct,0,1783695733.338747
69,0,benign,890,window_02_3pct,0,1783695733.963825
70,0,benign,36846,window_resampled_15pct,0,1783695734.33828
71,0,benign,859,window_02_3pct,0,1783695734.33828
72,0,benign,858,window_02_3pct,0,1783695734.357442
73,0,benign,41746,window_resampled_20pct,0,1783695734.357442
74,0,benign,861,window_02_3pct,0,1783695734.357848
75,0,benign,41747,window_resampled_20pct,0,1783695734.357848
76,0,benign,41749,window_resampled_20pct,0,1783695735.747398
77,0,benign,873,window_02_3pct,0,1783695735.747398
78,0,benign,870,window_02_3pct,0,1783695735.747538
79,0,benign,36849,window_resampled_15pct,0,1783695742.277055
80,0,benign,989,window_02_3pct,0,1783695742.277055
81,0,benign,938,window_02_3pct,0,1783695743.937848
82,0,benign,939,window_02_3pct,0,1783695743.939208
83,0,benign,41751,window_resampled_20pct,0,1783695743.939208
84,0,benign,41752,window_resampled_20pct,0,1783695743.941042
85,0,benign,941,window_02_3pct,0,1783695743.941042
86,0,benign,884,window_02_3pct,0,1783695744.51629
87,0,benign,883,window_02_3pct,0,1783695744.516437
88,0,benign,885,window_02_3pct,0,1783695744.518679
89,0,benign,41760,window_resampled_20pct,0,1783695747.290969
90,0,benign,924,window_02_3pct,0,1783695747.290969
91,0,benign,943,window_02_3pct,0,1783695753.959639
92,0,benign,945,window_02_3pct,0,1783695753.973707
93,0,benign,953,window_02_3pct,0,1783695759.861505
94,0,benign,1019,window_02_3pct,0,1783695778.930461
95,0,benign,965,window_02_3pct,0,1783695792.315856
96,0,benign,961,window_02_3pct,0,1783695792.317973
97,0,benign,962,window_02_3pct,0,1783695792.31837
98,0,benign,41765,window_resampled_20pct,0,1783695792.31837
99,0,benign,974,window_02_3pct,0,1783695794.203202
100,0,benign,972,window_02_3pct,0,1783695794.203454
101,0,benign,1012,window_02_3pct,0,1783695798.847611
102,0,benign,1008,window_02_3pct,0,1783695798.851762
103,0,benign,1009,window_02_3pct,0,1783695798.852881
104,0,benign,41767,window_resampled_20pct,0,1783695804.753073
105,0,benign,1065,window_02_3pct,0,1783695804.753073
106,0,benign,1066,window_02_3pct,0,1783695804.758584
107,0,benign,1063,window_02_3pct,0,1783695804.759452
108,0,benign,1064,window_02_3pct,0,1783695804.759676
109,0,benign,1069,window_02_3pct,0,1783695806.990518
110,0,benign,1070,window_02_3pct,0,1783695806.990518
111,0,benign,991,window_02_3pct,0,1783695818.565532
112,0,benign,41772,window_resampled_20pct,0,1783695818.565532
113,0,benign,1112,window_02_3pct,0,1783695818.577685
114,0,benign,1052,window_02_3pct,0,1783695824.88122
115,0,benign,1017,window_02_3pct,0,1783695836.950508
116,0,benign,1014,window_02_3pct,0,1783695836.950697
117,0,benign,41773,window_resampled_20pct,0,1783695836.950697
118,0,benign,1108,window_02_3pct,0,1783695837.672588
119,0,benign,1107,window_02_3pct,0,1783695837.673061
120,0,benign,1024,window_02_3pct,0,1783695838.929885
121,0,benign,41777,window_resampled_20pct,0,1783695838.929885
122,0,benign,36869,window_resampled_15pct,0,1783695843.498545
123,0,benign,1073,window_02_3pct,0,1783695843.498545
124,0,benign,1026,window_02_3pct,0,1783695849.175806
125,0,benign,1029,window_02_3pct,0,1783695849.176819
126,0,benign,1027,window_02_3pct,0,1783695849.176951
127,0,benign,1044,window_02_3pct,0,1783695857.489567
128,0,benign,1043,window_02_3pct,0,1783695857.489714
129,0,benign,36872,window_resampled_15pct,0,1783695857.489714
130,0,benign,1109,window_02_3pct,0,1783695860.596239
131,0,benign,1055,window_02_3pct,0,1783695870.857586
132,0,benign,1114,window_02_3pct,0,1783695871.101849
133,0,benign,36874,window_resampled_15pct,0,1783695871.101849
134,0,benign,1085,window_02_3pct,0,1783695877.918623
135,0,benign,36875,window_resampled_15pct,0,1783695877.918623
136,0,benign,1086,window_02_3pct,0,1783695877.919603
137,0,benign,1135,window_02_3pct,0,1783695878.477516
138,0,benign,41787,window_resampled_20pct,0,1783695878.477516
139,0,benign,36882,window_resampled_15pct,0,1783695890.390589
140,0,benign,1186,window_02_3pct,0,1783695890.390589
141,0,benign,41789,window_resampled_20pct,0,1783695890.391898
142,0,benign,1191,window_02_3pct,0,1783695890.391898
143,0,benign,1103,window_02_3pct,0,1783695891.362916
144,0,benign,1270,window_02_3pct,0,1783695905.244482
145,0,benign,1152,window_02_3pct,0,1783695919.052599
146,0,benign,1151,window_02_3pct,0,1783695919.052654
147,0,benign,1153,window_02_3pct,0,1783695919.052805
148,0,benign,41798,window_resampled_20pct,0,1783695919.052805
149,0,benign,1159,window_02_3pct,0,1783695929.086563
150,0,benign,41800,window_resampled_20pct,0,1783695929.086563
151,0,benign,1170,window_02_3pct,0,1783695929.631112
152,0,benign,36895,window_resampled_15pct,0,1783695929.631112
153,0,benign,1179,window_02_3pct,0,1783695930.220803
154,0,benign,41802,window_resampled_20pct,0,1783695930.220803
155,0,benign,36896,window_resampled_15pct,0,1783695930.246796
156,0,benign,1175,window_02_3pct,0,1783695930.246796
157,0,benign,36898,window_resampled_15pct,0,1783695935.47875
158,0,benign,1181,window_02_3pct,0,1783695935.47875
159,0,benign,1185,window_02_3pct,0,1783695935.505385
160,0,benign,1200,window_02_3pct,0,1783695956.608142
161,0,benign,1356,window_02_3pct,0,1783695966.3624
162,0,benign,1300,window_02_3pct,0,1783695975.621889
163,0,benign,41815,window_resampled_20pct,0,1783695977.419916
164,0,benign,1254,window_02_3pct,0,1783695977.419916
165,0,benign,1238,window_02_3pct,0,1783695984.232809
166,0,benign,36909,window_resampled_15pct,0,1783695984.258141
167,0,benign,1235,window_02_3pct,0,1783695984.258141
168,0,benign,41819,window_resampled_20pct,0,1783695991.460914
169,0,benign,1232,window_02_3pct,0,1783695991.460914
170,0,benign,1229,window_02_3pct,0,1783695991.461166
171,0,benign,1231,window_02_3pct,0,1783695991.46128
172,0,benign,1248,window_02_3pct,0,1783696010.938433
173,0,benign,41823,window_resampled_20pct,0,1783696010.938433
174,0,benign,36911,window_resampled_15pct,0,1783696010.938632
175,0,benign,1246,window_02_3pct,0,1783696010.938632
176,0,benign,41826,window_resampled_20pct,0,1783696053.433547
177,0,benign,1307,window_02_3pct,0,1783696053.433547
178,0,benign,1305,window_02_3pct,0,1783696053.433674
179,0,benign,1526,window_02_3pct,0,1783696054.021076
180,0,benign,36920,window_resampled_15pct,0,1783696054.021237
181,0,benign,1428,window_02_3pct,0,1783696054.021237
182,0,benign,1409,window_02_3pct,0,1783696054.936301
183,0,benign,1388,window_02_3pct,0,1783696070.403846
184,0,benign,36925,window_resampled_15pct,0,1783696070.403846
185,0,benign,1638,window_02_3pct,0,1783696078.88276
186,0,benign,1636,window_02_3pct,0,1783696078.882961
187,0,benign,1635,window_02_3pct,0,1783696078.883616
188,0,benign,1382,window_02_3pct,0,1783696092.202266
189,0,benign,41834,window_resampled_20pct,0,1783696093.624255
190,0,benign,1453,window_02_3pct,0,1783696093.624255
191,0,benign,41837,window_resampled_20pct,0,1783696112.433712
192,0,benign,1398,window_02_3pct,0,1783696112.433712
193,0,benign,1394,window_02_3pct,0,1783696112.433904
194,0,benign,1395,window_02_3pct,0,1783696112.43397
195,0,benign,1414,window_02_3pct,0,1783696112.67557
196,0,benign,1448,window_02_3pct,0,1783696125.887915
197,0,benign,41840,window_resampled_20pct,0,1783696125.887915
198,0,benign,1479,window_02_3pct,0,1783696134.725941
199,0,benign,41842,window_resampled_20pct,0,1783696134.734328
200,0,benign,1480,window_02_3pct,0,1783696134.734328
201,0,benign,1690,window_02_3pct,0,1783696140.223744
202,0,benign,1736,window_02_3pct,0,1783696140.224992
203,0,benign,1555,window_02_3pct,0,1783696160.110906
204,0,benign,1486,window_02_3pct,0,1783696160.995185
205,0,benign,1488,window_02_3pct,0,1783696161.002204
206,0,benign,36936,window_resampled_15pct,0,1783696161.002204
207,0,benign,1573,window_02_3pct,0,1783696161.04426
208,0,benign,1574,window_02_3pct,0,1783696161.044441
209,0,benign,1458,window_02_3pct,0,1783696162.744197
210,0,benign,1456,window_02_3pct,0,1783696162.744429
211,0,benign,36937,window_resampled_15pct,0,1783696162.744429
212,0,benign,1462,window_02_3pct,0,1783696164.79637
213,0,benign,36938,window_resampled_15pct,0,1783696164.79637
214,0,benign,1464,window_02_3pct,0,1783696164.815965
215,0,benign,1460,window_02_3pct,0,1783696164.818342
216,0,benign,1703,window_02_3pct,0,1783696171.823665
217,0,benign,1701,window_02_3pct,0,1783696171.827707
218,0,benign,36941,window_resampled_15pct,0,1783696171.828275
219,0,benign,1698,window_02_3pct,0,1783696171.828275
220,0,benign,1474,window_02_3pct,0,1783696172.648619
221,0,benign,1475,window_02_3pct,0,1783696172.648748
222,0,benign,41846,window_resampled_20pct,0,1783696172.648748
223,0,benign,36943,window_resampled_15pct,0,1783696176.416768
224,0,benign,1581,window_02_3pct,0,1783696176.416768
225,0,benign,1507,window_02_3pct,0,1783696176.917753
226,0,benign,1492,window_02_3pct,0,1783696177.953834
227,0,benign,1491,window_02_3pct,0,1783696177.955774
228,0,benign,36945,window_resampled_15pct,0,1783696177.955967
229,0,benign,1494,window_02_3pct,0,1783696177.955967
230,0,benign,36946,window_resampled_15pct,0,1783696178.318489
231,0,benign,1567,window_02_3pct,0,1783696178.318489
232,0,benign,1659,window_02_3pct,0,1783696182.794779
233,0,benign,41855,window_resampled_20pct,0,1783696182.794779
234,0,benign,1661,window_02_3pct,0,1783696182.798209
235,0,benign,36947,window_resampled_15pct,0,1783696182.798209
236,0,benign,1591,window_02_3pct,0,1783696184.088388
237,0,benign,1596,window_02_3pct,0,1783696184.088507
238,0,benign,36951,window_resampled_15pct,0,1783696184.088998
239,0,benign,1593,window_02_3pct,0,1783696184.088998
240,0,benign,1539,window_02_3pct,0,1783696199.283371
241,0,benign,1626,window_02_3pct,0,1783696207.375523
242,0,benign,36954,window_resampled_15pct,0,1783696210.182462
243,0,benign,1615,window_02_3pct,0,1783696210.182462
244,0,benign,1548,window_02_3pct,0,1783696212.816732
245,0,benign,1551,window_02_3pct,0,1783696212.817827
246,0,benign,1552,window_02_3pct,0,1783696212.818092
247,0,benign,1562,window_02_3pct,0,1783696224.710437
248,0,benign,1605,window_02_3pct,0,1783696229.876382
249,0,benign,1633,window_02_3pct,0,1783696237.112505
250,0,benign,1695,window_02_3pct,0,1783696255.262179
251,0,benign,36967,window_resampled_15pct,0,1783696255.262179
252,0,benign,1694,window_02_3pct,0,1783696255.262375
253,0,benign,41872,window_resampled_20pct,0,1783696259.665453
254,0,benign,1682,window_02_3pct,0,1783696259.665453
255,0,benign,1685,window_02_3pct,0,1783696259.66811
256,0,benign,1934,window_02_3pct,0,1783696265.67223
257,0,benign,1794,window_02_3pct,0,1783696265.674024
258,0,benign,41873,window_resampled_20pct,0,1783696265.674024
259,0,benign,1752,window_02_3pct,0,1783696274.54853
260,0,benign,1666,window_02_3pct,0,1783696275.992305
261,0,benign,36975,window_resampled_15pct,0,1783696275.992347
262,0,benign,1667,window_02_3pct,0,1783696275.992347
263,0,benign,1710,window_02_3pct,0,1783696276.694793
264,0,benign,1770,window_02_3pct,0,1783696285.854009
265,0,benign,1771,window_02_3pct,0,1783696285.854346
266,0,benign,1821,window_02_3pct,0,1783696288.97574
267,0,benign,1972,window_02_3pct,0,1783696290.739982
268,0,benign,36982,window_resampled_15pct,0,1783696305.566676
269,0,benign,1858,window_02_3pct,0,1783696305.566676
270,0,benign,1857,window_02_3pct,0,1783696305.571166
271,0,benign,36983,window_resampled_15pct,0,1783696305.571166
272,0,benign,1704,window_02_3pct,0,1783696313.508627
273,0,benign,1706,window_02_3pct,0,1783696313.509829
274,0,benign,1705,window_02_3pct,0,1783696313.509957
275,0,benign,1866,window_02_3pct,0,1783696316.538948
276,0,benign,36985,window_resampled_15pct,0,1783696318.239133
277,0,benign,1933,window_02_3pct,0,1783696318.239133
278,0,benign,36986,window_resampled_15pct,0,1783696318.239971
279,0,benign,1932,window_02_3pct,0,1783696318.239971
280,0,benign,1723,window_02_3pct,0,1783696321.625477
281,0,benign,1722,window_02_3pct,0,1783696321.627361
282,0,benign,1727,window_02_3pct,0,1783696322.575522
283,0,benign,36989,window_resampled_15pct,0,1783696322.575522
284,0,benign,1854,window_02_3pct,0,1783696329.32261
285,0,benign,1813,window_02_3pct,0,1783696329.35621
286,0,benign,1754,window_02_3pct,0,1783696332.60273
287,0,benign,1755,window_02_3pct,0,1783696332.602895
288,0,benign,1764,window_02_3pct,0,1783696333.050156
289,0,benign,36994,window_resampled_15pct,0,1783696333.05194
290,0,benign,1761,window_02_3pct,0,1783696333.05194
291,0,benign,1802,window_02_3pct,0,1783696356.887767
292,0,benign,1814,window_02_3pct,0,1783696363.152854
293,0,benign,1887,window_02_3pct,0,1783696366.16409
294,0,benign,41892,window_resampled_20pct,0,1783696367.439597
295,0,benign,1826,window_02_3pct,0,1783696367.439597
296,0,benign,1929,window_02_3pct,0,1783696379.284062
297,0,benign,1926,window_02_3pct,0,1783696379.285535
298,0,benign,1902,window_02_3pct,0,1783696388.550017
299,0,benign,41896,window_resampled_20pct,0,1783696388.550017
300,0,benign,1888,window_02_3pct,0,1783696389.254975
301,0,benign,1891,window_02_3pct,0,1783696389.256674
302,0,benign,1951,window_02_3pct,0,1783696391.831986
303,0,benign,1955,window_02_3pct,0,1783696391.83884
304,0,benign,1919,window_02_3pct,0,1783696392.439252
305,0,benign,37011,window_resampled_15pct,0,1783696392.439252
306,0,benign,1962,window_02_3pct,0,1783696394.781372
307,0,benign,2098,window_02_3pct,0,1783696399.556448
308,0,benign,2170,window_02_3pct,0,1783696401.38758
309,0,benign,37017,window_resampled_15pct,0,1783696401.38758
310,0,benign,2171,window_02_3pct,0,1783696401.392297
311,0,benign,41906,window_resampled_20pct,0,1783696401.392297
312,0,benign,1966,window_02_3pct,0,1783696404.808677
313,0,benign,1964,window_02_3pct,0,1783696404.817315
314,0,benign,37018,window_resampled_15pct,0,1783696404.817533
315,0,benign,1969,window_02_3pct,0,1783696404.817533
316,0,benign,41908,window_resampled_20pct,0,1783696404.819453
317,0,benign,1965,window_02_3pct,0,1783696404.819453
318,0,benign,1950,window_02_3pct,0,1783696408.998043
319,0,benign,37022,window_resampled_15pct,0,1783696408.998043
320,0,benign,1947,window_02_3pct,0,1783696408.998115
321,0,benign,41910,window_resampled_20pct,0,1783696408.998681
322,0,benign,1948,window_02_3pct,0,1783696408.998681
323,0,benign,1946,window_02_3pct,0,1783696408.998961
324,0,benign,1945,window_02_3pct,0,1783696408.999148
325,0,benign,2092,window_02_3pct,0,1783696410.555536
326,0,benign,2000,window_02_3pct,0,1783696411.537511
327,0,benign,2001,window_02_3pct,0,1783696411.537782
328,0,benign,2104,window_02_3pct,0,1783696415.087355
329,0,benign,41911,window_resampled_20pct,0,1783696415.087355
330,0,benign,2073,window_02_3pct,0,1783696419.847072
331,0,benign,37026,window_resampled_15pct,0,1783696419.847072
332,0,benign,2077,window_02_3pct,0,1783696419.855564
333,0,benign,37028,window_resampled_15pct,0,1783696419.856598
334,0,benign,2075,window_02_3pct,0,1783696419.856598
335,0,benign,2074,window_02_3pct,0,1783696419.856765
336,0,benign,2078,window_02_3pct,0,1783696419.857299
337,0,benign,1982,window_02_3pct,0,1783696433.336179
338,0,benign,41914,window_resampled_20pct,0,1783696433.336179
339,0,benign,1985,window_02_3pct,0,1783696433.337201
340,0,benign,1986,window_02_3pct,0,1783696433.337428
341,0,benign,1984,window_02_3pct,0,1783696433.337605
342,0,benign,2157,window_02_3pct,0,1783696438.072471
343,0,benign,37035,window_resampled_15pct,0,1783696438.072471
344,0,benign,2019,window_02_3pct,0,1783696438.97349
345,0,benign,2020,window_02_3pct,0,1783696438.973895
346,0,benign,2012,window_02_3pct,0,1783696441.016336
347,0,benign,2175,window_02_3pct,0,1783696446.863149
348,0,benign,2177,window_02_3pct,0,1783696446.868416
349,0,benign,41919,window_resampled_20pct,0,1783696446.869265
350,0,benign,2179,window_02_3pct,0,1783696446.869265
351,0,benign,2237,window_02_3pct,0,1783696447.953132
352,0,benign,37040,window_resampled_15pct,0,1783696447.953132
353,0,benign,2029,window_02_3pct,0,1783696447.978869
354,0,benign,41921,window_resampled_20pct,0,1783696447.978961
355,0,benign,2025,window_02_3pct,0,1783696447.978961
356,0,benign,2307,window_02_3pct,0,1783696454.92295
357,0,benign,37042,window_resampled_15pct,0,1783696454.92295
358,0,benign,2303,window_02_3pct,0,1783696454.938865
359,0,benign,2305,window_02_3pct,0,1783696454.945616
360,0,benign,2304,window_02_3pct,0,1783696454.947377
361,0,benign,2037,window_02_3pct,0,1783696456.885059
362,0,benign,2038,window_02_3pct,0,1783696456.906133
363,0,benign,2040,window_02_3pct,0,1783696456.906507
364,0,benign,2043,window_02_3pct,0,1783696457.781555
365,0,benign,2045,window_02_3pct,0,1783696457.781749
366,0,benign,2049,window_02_3pct,0,1783696458.442896
367,0,benign,41924,window_resampled_20pct,0,1783696458.442896
368,0,benign,2116,window_02_3pct,0,1783696465.86185
369,0,benign,2072,window_02_3pct,0,1783696468.576322
370,0,benign,2069,window_02_3pct,0,1783696468.576431
371,0,benign,2070,window_02_3pct,0,1783696468.578375
372,0,benign,37052,window_resampled_15pct,0,1783696482.754788
373,0,benign,2102,window_02_3pct,0,1783696482.754788
374,0,benign,37053,window_resampled_15pct,0,1783696482.75501
375,0,benign,2100,window_02_3pct,0,1783696482.75501
376,0,benign,2122,window_02_3pct,0,1783696488.778948
377,0,benign,2119,window_02_3pct,0,1783696488.779088
378,0,benign,37059,window_resampled_15pct,0,1783696506.735986
379,0,benign,2261,window_02_3pct,0,1783696506.735986
380,0,benign,2146,window_02_3pct,0,1783696512.599399
381,0,benign,2147,window_02_3pct,0,1783696512.621489
382,0,benign,2167,window_02_3pct,0,1783696522.905898
383,0,benign,37066,window_resampled_15pct,0,1783696524.333039
384,0,benign,2180,window_02_3pct,0,1783696524.333039
385,0,benign,41940,window_resampled_20pct,0,1783696524.333341
386,0,benign,2182,window_02_3pct,0,1783696524.333341
387,0,benign,2202,window_02_3pct,0,1783696526.561461
388,0,benign,41941,window_resampled_20pct,0,1783696526.616224
389,0,benign,2200,window_02_3pct,0,1783696526.616224
390,0,benign,2201,window_02_3pct,0,1783696526.616412
391,0,benign,2208,window_02_3pct,0,1783696529.466295
392,0,benign,2366,window_02_3pct,0,1783696540.468414
393,0,benign,2340,window_02_3pct,0,1783696540.548063
394,0,benign,2223,window_02_3pct,0,1783696543.851182
395,0,benign,41946,window_resampled_20pct,0,1783696543.851182
396,0,benign,2225,window_02_3pct,0,1783696543.851335
397,0,benign,37071,window_resampled_15pct,0,1783696552.31306
398,0,benign,2241,window_02_3pct,0,1783696552.31306
399,0,benign,2293,window_02_3pct,0,1783696552.688654
400,0,benign,2248,window_02_3pct,0,1783696555.355745
401,0,benign,2246,window_02_3pct,0,1783696555.355854
402,0,benign,2250,window_02_3pct,0,1783696559.180626
403,0,benign,2331,window_02_3pct,0,1783696560.856382
404,0,benign,2336,window_02_3pct,0,1783696560.858604
405,0,benign,2276,window_02_3pct,0,1783696566.034706
406,0,benign,37078,window_resampled_15pct,0,1783696566.034706
407,0,benign,2636,window_02_3pct,0,1783696572.496689
408,0,benign,2438,window_02_3pct,0,1783696572.651525
409,0,benign,2436,window_02_3pct,0,1783696572.65762
410,0,benign,2373,window_02_3pct,0,1783696581.47828
411,0,benign,2314,window_02_3pct,0,1783696584.826704
412,0,benign,2319,window_02_3pct,0,1783696589.542537
413,0,benign,2317,window_02_3pct,0,1783696589.543822
414,0,benign,2321,window_02_3pct,0,1783696591.496565
415,0,benign,2502,window_02_3pct,0,1783696610.465217
416,0,benign,2375,window_02_3pct,0,1783696614.645727
417,0,benign,2377,window_02_3pct,0,1783696614.64649
418,0,benign,2378,window_02_3pct,0,1783696614.647945
419,0,benign,2376,window_02_3pct,0,1783696614.648839
420,0,benign,41963,window_resampled_20pct,0,1783696614.648839
421,0,benign,2390,window_02_3pct,0,1783696620.083064
422,0,benign,2391,window_02_3pct,0,1783696620.109276
423,0,benign,37092,window_resampled_15pct,0,1783696620.109276
424,0,benign,2546,window_02_3pct,0,1783696626.662551
425,0,benign,2472,window_02_3pct,0,1783696628.369141
426,0,benign,2951,window_02_3pct,0,1783696630.980468
427,0,benign,2692,window_02_3pct,0,1783696632.782411
428,0,benign,2691,window_02_3pct,0,1783696632.783905
429,0,benign,37110,window_resampled_15pct,0,1783696632.784097
430,0,benign,2693,window_02_3pct,0,1783696632.784097
431,0,benign,2482,window_02_3pct,0,1783696637.348306
432,0,benign,41990,window_resampled_20pct,0,1783696642.016967
433,0,benign,2536,window_02_3pct,0,1783696642.016967
434,0,benign,2537,window_02_3pct,0,1783696642.017977
435,0,benign,2566,window_02_3pct,0,1783696648.801059
436,0,benign,2492,window_02_3pct,0,1783696650.695113
437,0,benign,2491,window_02_3pct,0,1783696650.695609
438,0,benign,37117,window_resampled_15pct,0,1783696650.695609
439,0,benign,37122,window_resampled_15pct,0,1783696660.303067
440,0,benign,2758,window_02_3pct,0,1783696660.303067
441,0,benign,2544,window_02_3pct,0,1783696660.305886
442,0,benign,2540,window_02_3pct,0,1783696660.3061
443,0,benign,37123,window_resampled_15pct,0,1783696660.3061
444,0,benign,2542,window_02_3pct,0,1783696660.306894
445,0,benign,37124,window_resampled_15pct,0,1783696660.306894
446,0,benign,2543,window_02_3pct,0,1783696660.307181
447,0,benign,2539,window_02_3pct,0,1783696660.307355
448,0,benign,2640,window_02_3pct,0,1783696667.289747
449,0,benign,2560,window_02_3pct,0,1783696688.539913
450,0,benign,2585,window_02_3pct,0,1783696696.600888
451,0,benign,37128,window_resampled_15pct,0,1783696696.600888
452,0,benign,2582,window_02_3pct,0,1783696696.601173
453,0,benign,2583,window_02_3pct,0,1783696696.601349
454,0,benign,37129,window_resampled_15pct,0,1783696696.601349
455,0,benign,2651,window_02_3pct,0,1783696703.622076
456,0,benign,2595,window_02_3pct,0,1783696705.416827
457,0,benign,2927,window_02_3pct,0,1783696711.891603
458,0,benign,2932,window_02_3pct,0,1783696711.891959
459,0,benign,42003,window_resampled_20pct,0,1783696711.891959
460,0,benign,2655,window_02_3pct,0,1783696714.161893
461,0,benign,2662,window_02_3pct,0,1783696719.275229
462,0,benign,2663,window_02_3pct,0,1783696719.27688
463,0,benign,37138,window_resampled_15pct,0,1783696719.27688
464,0,benign,2633,window_02_3pct,0,1783696747.206827
465,0,benign,2631,window_02_3pct,0,1783696747.20695
466,0,benign,2629,window_02_3pct,0,1783696747.208663
467,0,benign,2630,window_02_3pct,0,1783696747.20886
468,0,benign,37142,window_resampled_15pct,0,1783696747.20886
469,0,benign,2644,window_02_3pct,0,1783696748.333142
470,0,benign,2645,window_02_3pct,0,1783696748.333401
471,0,benign,42009,window_resampled_20pct,0,1783696748.333401
472,0,benign,2646,window_02_3pct,0,1783696748.334233
473,0,benign,2642,window_02_3pct,0,1783696748.334601
474,0,benign,2643,window_02_3pct,0,1783696748.334914
475,0,benign,2701,window_02_3pct,0,1783696755.52548
476,0,benign,2699,window_02_3pct,0,1783696755.534107
477,0,benign,42012,window_resampled_20pct,0,1783696755.53858
478,0,benign,2696,window_02_3pct,0,1783696755.53858
479,0,benign,2732,window_02_3pct,0,1783696764.673751
480,0,benign,2764,window_02_3pct,0,1783696769.615094
481,0,benign,2708,window_02_3pct,0,1783696769.697281
482,0,benign,2711,window_02_3pct,0,1783696769.698547
483,0,benign,2709,window_02_3pct,0,1783696769.699178
484,0,benign,2710,window_02_3pct,0,1783696769.6997
485,0,benign,37149,window_resampled_15pct,0,1783696769.6997
486,0,benign,2715,window_02_3pct,0,1783696769.754581
487,0,benign,2718,window_02_3pct,0,1783696769.755477
488,0,benign,2716,window_02_3pct,0,1783696769.756134
489,0,benign,2727,window_02_3pct,0,1783696771.213842
490,0,benign,2728,window_02_3pct,0,1783696771.214549
